Order_ID,Order_Date,Year,Month_No,Month,Ship_Date,Delivery_Days,Customer_ID,Customer_Name,Gender,Age,Age_Group,City,State,Region,Product_Category,Product_Name,Quantity,Unit_Price,Discount,Sales,Sales_Category,Profit,Profit_Margin,Ship_Mode,Payment_Mode,Rating,Returned
ORD03330,2025-01-23,2025,1,Jan,2025-01-27,4,CUST2414,Keya Sem,Male,27,Senior,Delhi,Delhi,North,Furniture,Office Chair,4,7000,20,22400,High,8074.28,0.360458928571429,Express,UPI,1,No
ORD03335,2026-01-10,2026,1,Jan,2026-01-16,6,CUST5798,Damini Upadhyay,Female,52,Senior,Jaipur,Rajasthan,North,Groceries,Tea Powder,3,450,20,1080,Low,376.56,0.348666666666667,Standard,Card,5,No
ORD03364,2026-01-12,2026,1,Jan,2026-01-16,4,CUST5711,Rhea Sani,Male,60,Senior,Pune,Maharashtra,West,Sports,Cricket Bat,6,2500,15,12750,High,5356.18,0.420092549019608,Standard,Cash,3,No
ORD03369,2025-01-21,2025,1,Jan,2025-01-25,4,CUST1080,Mahika Barad,Male,34,Senior,Hyderabad,Telangana,South,Electronics,Laptop,8,55000,15,374000,High,52724.09,0.140973502673797,Express,Card,1,No
ORD03375,2025-01-25,2025,1,Jan,2025-01-29,4,CUST9375,Ayesha Dar,Female,43,Senior,Hyderabad,Telangana,South,Furniture,Bed Frame,6,25000,0,150000,High,34534.54,0.230230266666667,Standard,UPI,3,No
ORD03376,2025-01-20,2025,1,Jan,2025-01-26,6,CUST7923,Madhup Mahajan,Female,38,Senior,Chennai,Tamil Nadu,South,Electronics,Smart TV,5,40000,15,170000,High,61201.33,0.360007823529412,Standard,Card,2,No
ORD03389,2025-01-21,2025,1,Jan,2025-01-25,4,CUST9102,Kimaya Sampath,Male,27,Senior,Mumbai,Maharashtra,West,Clothing,Sneakers,4,4500,25,13500,High,3759.4,0.278474074074074,Standard,Cash,3,No
ORD03399,2026-01-25,2026,1,Jan,2026-01-26,1,CUST9451,Vardaniya Jha,Male,57,Senior,Kolkata,West Bengal,East,Furniture,Bookshelf,2,5000,10,9000,Low,3713.87,0.412652222222222,Express,Cash,2,Yes
ORD03404,2026-01-12,2026,1,Jan,2026-01-17,5,CUST5592,Arhaan Ganguly,Female,48,Senior,Kolkata,West Bengal,East,Sports,Football,6,1200,20,5760,Low,1611.56,0.279784722222222,Standard,UPI,3,No
ORD03413,2025-01-24,2025,1,Jan,2025-01-29,5,CUST7789,Fateh Master,Female,35,Senior,Ahmedabad,Gujarat,West,Groceries,Tea Powder,8,450,25,2700,Low,556.31,0.206040740740741,Same Day,UPI,5,No
ORD03419,2026-01-28,2026,1,Jan,2026-02-03,6,CUST9773,Jayesh Wable,Female,40,Senior,Chennai,Tamil Nadu,South,Clothing,Sneakers,1,4500,10,4050,Low,414.18,0.102266666666667,Standard,UPI,5,No
ORD03427,2026-01-16,2026,1,Jan,2026-01-23,7,CUST3574,Sahil Kamdar,Female,65,Senior,Patna,Bihar,East,Clothing,Kurta,2,1200,25,1800,Low,268.71,0.149283333333333,Same Day,UPI,3,No
ORD03438,2026-01-01,2026,1,Jan,2026-01-03,2,CUST4965,Farhan Shetty,Female,62,Senior,Pune,Maharashtra,West,Furniture,Office Chair,6,7000,0,42000,High,4204.6,0.100109523809524,Standard,Cash,3,No
ORD03450,2025-01-22,2025,1,Jan,2025-01-25,3,CUST7304,Aarav Kala,Female,61,Senior,Delhi,Delhi,North,Sports,Yoga Mat,3,900,5,2565,Low,638.98,0.249115009746589,Same Day,Cash,3,No
ORD03452,2026-01-24,2026,1,Jan,2026-01-30,6,CUST6316,Onkar Issac,Male,65,Senior,Mumbai,Maharashtra,West,Electronics,Smartphone,8,25000,15,170000,High,29474.64,0.173380235294118,Same Day,Card,1,No
ORD03464,2026-01-17,2026,1,Jan,2026-01-23,6,CUST5277,Advika Swaminathan,Male,18,Teen,Delhi,Delhi,North,Electronics,Smartphone,7,25000,10,157500,High,55995.45,0.355526666666667,Express,Card,5,No
ORD03466,2026-01-08,2026,1,Jan,2026-01-15,7,CUST1506,Riya Ganguly,Male,37,Senior,Ahmedabad,Gujarat,West,Electronics,Laptop,6,55000,25,247500,High,90375.08,0.365151838383838,Same Day,UPI,1,No
ORD03491,2025-01-25,2025,1,Jan,2025-01-31,6,CUST9134,Sana Konda,Male,42,Senior,Pune,Maharashtra,West,Sports,Football,8,1200,10,8640,Low,2001.57,0.231663194444444,Express,Cash,1,No
ORD03498,2025-01-04,2025,1,Jan,2025-01-05,1,CUST5743,Miraan Bava,Male,26,Senior,Hyderabad,Telangana,South,Electronics,Smart TV,5,40000,25,150000,High,18936.07,0.126240466666667,Express,Card,3,No
ORD03533,2025-01-05,2025,1,Jan,2025-01-07,2,CUST1069,Manjari Bhandari,Female,29,Senior,Patna,Bihar,East,Furniture,Sofa,8,30000,25,180000,High,22369.04,0.124272444444444,Standard,Card,2,Yes
ORD03560,2026-01-14,2026,1,Jan,2026-01-15,1,CUST1045,Abram Anand,Female,31,Senior,Jaipur,Rajasthan,North,Groceries,Milk Pack,4,60,5,228,Low,44.33,0.194429824561404,Same Day,Card,4,No
ORD03571,2026-01-26,2026,1,Jan,2026-01-28,2,CUST4992,Anika Bhagat,Male,57,Senior,Pune,Maharashtra,West,Groceries,Cooking Oil,2,1500,10,2700,Low,550.69,0.203959259259259,Standard,UPI,1,No
ORD03589,2025-01-10,2025,1,Jan,2025-01-14,4,CUST6280,Lagan Sachar,Female,29,Senior,Pune,Maharashtra,West,Electronics,Laptop,4,55000,0,220000,High,83808.21,0.380946409090909,Same Day,UPI,3,Yes
ORD03611,2026-01-17,2026,1,Jan,2026-01-18,1,CUST7280,Charvi Krishnamurthy,Female,22,Senior,Chennai,Tamil Nadu,South,Furniture,Sofa,3,30000,20,72000,High,19076.81,0.264955694444444,Standard,Cash,5,No
ORD03613,2025-01-24,2025,1,Jan,2025-01-28,4,CUST1420,Alisha Kibe,Male,44,Senior,Lucknow,Uttar Pradesh,North,Electronics,Tablet,6,18000,20,86400,High,18850.69,0.218179282407407,Express,Card,3,No
ORD03641,2026-01-12,2026,1,Jan,2026-01-15,3,CUST6298,Hunar Subramaniam,Male,59,Senior,Lucknow,Uttar Pradesh,North,Electronics,Headphones,7,2000,25,10500,High,3633.06,0.346005714285714,Standard,UPI,1,No
ORD03655,2025-01-09,2025,1,Jan,2025-01-13,4,CUST8110,Ivan Cherian,Female,31,Senior,Lucknow,Uttar Pradesh,North,Clothing,Jeans,2,1800,25,2700,Low,340.16,0.125985185185185,Express,UPI,3,No
ORD03657,2026-01-20,2026,1,Jan,2026-01-22,2,CUST5333,Jayan Sethi,Male,49,Senior,Hyderabad,Telangana,South,Furniture,Bed Frame,2,25000,20,40000,High,8665.13,0.21662825,Express,UPI,1,No
ORD03660,2026-01-31,2026,1,Jan,2026-02-02,2,CUST5391,Akarsh Dyal,Male,33,Senior,Delhi,Delhi,North,Furniture,Bookshelf,5,5000,25,18750,High,4095.85,0.218445333333333,Standard,Card,4,No
ORD03682,2026-01-13,2026,1,Jan,2026-01-16,3,CUST2085,Trisha Dhillon,Male,44,Senior,Lucknow,Uttar Pradesh,North,Sports,Dumbbells,1,4000,15,3400,Low,1101.92,0.324094117647059,Same Day,UPI,4,No
ORD03700,2025-01-03,2025,1,Jan,2025-01-09,6,CUST4412,Hiran Bakshi,Male,56,Senior,Bhubaneswar,Odisha,East,Clothing,Jacket,4,3500,0,14000,High,2936.11,0.209722142857143,Express,Cash,1,No
ORD03707,2025-01-12,2025,1,Jan,2025-01-18,6,CUST7367,Kanav Shanker,Female,49,Senior,Pune,Maharashtra,West,Sports,Dumbbells,7,4000,20,22400,High,5342.01,0.238482589285714,Standard,Cash,5,No
ORD03711,2026-01-09,2026,1,Jan,2026-01-13,4,CUST5542,Vivaan Bhandari,Male,47,Senior,Ahmedabad,Gujarat,West,Electronics,Tablet,4,18000,20,57600,High,23422.04,0.406632638888889,Standard,Card,3,No
ORD03717,2025-01-20,2025,1,Jan,2025-01-25,5,CUST5142,Jayant Venkataraman,Female,43,Senior,Ahmedabad,Gujarat,West,Clothing,Kurta,8,1200,15,8160,Low,3585.42,0.439389705882353,Express,UPI,3,No
ORD03726,2025-01-09,2025,1,Jan,2025-01-11,2,CUST3958,Jayan Sekhon,Female,41,Senior,Chennai,Tamil Nadu,South,Furniture,Sofa,7,30000,10,189000,High,38669.58,0.204600952380952,Same Day,Card,3,No
ORD03755,2026-01-10,2026,1,Jan,2026-01-17,7,CUST9015,Fateh De,Male,19,Teen,Kolkata,West Bengal,East,Sports,Dumbbells,4,4000,25,12000,High,1936.61,0.161384166666667,Same Day,Cash,4,No
ORD03782,2026-01-02,2026,1,Jan,2026-01-04,2,CUST8473,Rhea Bal,Female,20,Teen,Jaipur,Rajasthan,North,Sports,Football,4,1200,10,4320,Low,1026.75,0.237673611111111,Standard,UPI,5,No
ORD03784,2025-01-19,2025,1,Jan,2025-01-23,4,CUST7945,Nirvaan Korpal,Female,37,Senior,Delhi,Delhi,North,Electronics,Headphones,2,2000,0,4000,Low,897.38,0.224345,Standard,Cash,5,No
ORD03789,2025-01-13,2025,1,Jan,2025-01-18,5,CUST5840,Tiya Subramanian,Male,27,Senior,Patna,Bihar,East,Sports,Football,8,1200,15,8160,Low,2952.77,0.361859068627451,Same Day,UPI,2,No
ORD03792,2025-01-14,2025,1,Jan,2025-01-19,5,CUST3519,Kashvi Lata,Female,51,Senior,Patna,Bihar,East,Groceries,Cooking Oil,3,1500,0,4500,Low,594.35,0.132077777777778,Standard,Card,2,Yes
ORD03799,2025-01-01,2025,1,Jan,2025-01-07,6,CUST3450,Chirag Solanki,Female,23,Senior,Pune,Maharashtra,West,Sports,Dumbbells,1,4000,25,3000,Low,448.8,0.1496,Express,UPI,5,No
ORD03802,2025-01-24,2025,1,Jan,2025-01-31,7,CUST1722,Riaan Suri,Male,44,Senior,Chennai,Tamil Nadu,South,Sports,Dumbbells,7,4000,10,25200,High,4857.13,0.192743253968254,Express,Cash,1,No
ORD03822,2025-01-06,2025,1,Jan,2025-01-12,6,CUST9625,Indranil Vasa,Female,47,Senior,Delhi,Delhi,North,Clothing,Jacket,1,3500,20,2800,Low,972.94,0.347478571428571,Express,Cash,1,No
ORD03825,2025-01-17,2025,1,Jan,2025-01-22,5,CUST6259,Kabir D’Alia,Female,54,Senior,Bengaluru,Karnataka,South,Furniture,Bookshelf,2,5000,5,9500,Low,4159.48,0.43784,Standard,Card,5,No
ORD03827,2026-01-30,2026,1,Jan,2026-02-01,2,CUST3890,Rania Balay,Female,62,Senior,Lucknow,Uttar Pradesh,North,Electronics,Smartphone,5,25000,10,112500,High,38054.34,0.3382608,Standard,UPI,4,Yes
ORD03828,2025-01-22,2025,1,Jan,2025-01-24,2,CUST8622,Lakshit Bajwa,Female,31,Senior,Ahmedabad,Gujarat,West,Electronics,Headphones,3,2000,20,4800,Low,779.68,0.162433333333333,Same Day,Card,2,No
ORD03854,2025-01-03,2025,1,Jan,2025-01-09,6,CUST2571,Mishti Din,Female,37,Senior,Bengaluru,Karnataka,South,Furniture,Sofa,6,30000,5,171000,High,65846.33,0.385066257309942,Express,UPI,2,No
ORD03893,2026-01-25,2026,1,Jan,2026-01-31,6,CUST9274,Neysa Saraf,Male,40,Senior,Ahmedabad,Gujarat,West,Groceries,Tea Powder,5,450,0,2250,Low,551.78,0.245235555555556,Standard,UPI,3,No
ORD03898,2025-01-10,2025,1,Jan,2025-01-12,2,CUST6279,Siya Kothari,Male,63,Senior,Lucknow,Uttar Pradesh,North,Furniture,Bed Frame,7,25000,0,175000,High,23184.46,0.132482628571429,Express,UPI,5,Yes
ORD03920,2025-01-03,2025,1,Jan,2025-01-04,1,CUST1566,Taran Mammen,Female,30,Senior,Patna,Bihar,East,Clothing,Sneakers,7,4500,25,23625,High,10138.03,0.429122962962963,Express,Card,2,No
ORD03921,2025-01-20,2025,1,Jan,2025-01-22,2,CUST7374,Indranil Sastry,Male,35,Senior,Chennai,Tamil Nadu,South,Clothing,Sneakers,5,4500,0,22500,High,2288.65,0.101717777777778,Same Day,Card,1,No
ORD03938,2025-01-27,2025,1,Jan,2025-02-03,7,CUST2922,Jayan Krishnamurthy,Female,45,Senior,Delhi,Delhi,North,Electronics,Smart TV,3,40000,10,108000,High,20373.52,0.188643703703704,Same Day,Cash,4,No
ORD03947,2026-01-23,2026,1,Jan,2026-01-27,4,CUST6365,Miraan Sidhu,Male,36,Senior,Kolkata,West Bengal,East,Sports,Dumbbells,6,4000,20,19200,High,3512.88,0.1829625,Standard,Card,4,No
ORD03948,2026-01-16,2026,1,Jan,2026-01-22,6,CUST8865,Advika Borde,Male,41,Senior,Delhi,Delhi,North,Sports,Football,6,1200,20,5760,Low,2196.51,0.381338541666667,Express,Card,1,Yes
ORD03956,2025-01-13,2025,1,Jan,2025-01-14,1,CUST4286,Samiha Rao,Male,35,Senior,Mumbai,Maharashtra,West,Furniture,Bookshelf,1,5000,10,4500,Low,1247.58,0.27724,Same Day,Card,2,No
ORD03958,2025-01-03,2025,1,Jan,2025-01-07,4,CUST1773,Kartik Choudhary,Male,33,Senior,Delhi,Delhi,North,Clothing,T-Shirt,8,800,25,4800,Low,1460.62,0.304295833333333,Express,Cash,5,No
ORD03964,2025-01-19,2025,1,Jan,2025-01-26,7,CUST5738,Kaira Guha,Male,23,Senior,Bhubaneswar,Odisha,East,Sports,Football,6,1200,5,6840,Low,1721.07,0.251618421052632,Same Day,Cash,1,No
ORD03973,2025-01-12,2025,1,Jan,2025-01-13,1,CUST3545,Anika Tara,Female,21,Senior,Bengaluru,Karnataka,South,Electronics,Tablet,4,18000,25,54000,High,21858.07,0.404779074074074,Express,Card,3,No
ORD03983,2025-01-08,2025,1,Jan,2025-01-15,7,CUST9593,Priyansh Ray,Female,59,Senior,Bhubaneswar,Odisha,East,Furniture,Bed Frame,1,25000,25,18750,High,7373.69,0.393263466666667,Same Day,UPI,2,No
ORD03986,2025-01-15,2025,1,Jan,2025-01-16,1,CUST1249,Shamik Swamy,Male,25,Senior,Mumbai,Maharashtra,West,Electronics,Headphones,7,2000,10,12600,High,1997.18,0.158506349206349,Standard,UPI,2,Yes
ORD03988,2025-01-27,2025,1,Jan,2025-01-28,1,CUST6009,Mehul Hari,Female,43,Senior,Kolkata,West Bengal,East,Groceries,Milk Pack,8,60,25,360,Low,138.84,0.385666666666667,Express,Cash,4,No
ORD00009,2026-02-12,2026,2,Feb,2026-02-17,5,CUST7543,Tiya Khanna,Female,32,Senior,Chennai,Tamil Nadu,South,Sports,Tennis Racket,2,3200,0,6400,Low,951.13,0.1486140625,Same Day,UPI,2,No
ORD00015,2025-02-15,2025,2,Feb,2025-02-17,2,CUST4681,Ehsaan Kapoor,Male,39,Senior,Hyderabad,Telangana,South,Sports,Dumbbells,4,4000,20,12800,High,4773.43,0.37292421875,Standard,Card,1,No
ORD00020,2025-02-24,2025,2,Feb,2025-02-26,2,CUST7209,Anvi Rattan,Male,42,Senior,Pune,Maharashtra,West,Groceries,Tea Powder,7,450,25,2362.5,Low,271.54,0.114937566137566,Express,Card,5,No
ORD00024,2025-02-27,2025,2,Feb,2025-03-05,6,CUST5915,Pranay Kalita,Female,38,Senior,Bengaluru,Karnataka,South,Electronics,Smart TV,2,40000,0,80000,High,20946.24,0.261828,Express,Card,5,No
ORD00032,2025-02-07,2025,2,Feb,2025-02-11,4,CUST6378,Pranay Singh,Female,22,Senior,Pune,Maharashtra,West,Clothing,Kurta,7,1200,25,6300,Low,671.56,0.106596825396825,Standard,Card,5,No
ORD00051,2026-02-14,2026,2,Feb,2026-02-21,7,CUST8532,Neysa Verma,Male,45,Senior,Chennai,Tamil Nadu,South,Sports,Yoga Mat,8,900,15,6120,Low,1821,0.297549019607843,Standard,Card,5,No
ORD00059,2026-02-14,2026,2,Feb,2026-02-15,1,CUST2070,Himmat Kapur,Female,49,Senior,Bengaluru,Karnataka,South,Sports,Cricket Bat,3,2500,5,7125,Low,1183.46,0.166099649122807,Standard,Card,3,Yes
ORD00080,2026-02-14,2026,2,Feb,2026-02-16,2,CUST2210,Nirvi Uppal,Female,40,Senior,Kolkata,West Bengal,East,Clothing,Sneakers,5,4500,15,19125,High,2948,0.154143790849673,Express,Card,2,No
ORD00172,2026-02-22,2026,2,Feb,2026-02-26,4,CUST1519,Umang Dhillon,Female,44,Senior,Chennai,Tamil Nadu,South,Furniture,Bookshelf,6,5000,15,25500,High,7471.81,0.293012156862745,Same Day,Cash,4,No
ORD00173,2026-02-21,2026,2,Feb,2026-02-28,7,CUST9835,Damini Manda,Male,59,Senior,Ahmedabad,Gujarat,West,Electronics,Smartphone,7,25000,20,140000,High,56759.99,0.4054285,Standard,UPI,2,No
ORD00188,2026-02-25,2026,2,Feb,2026-02-26,1,CUST9673,Vidur Anand,Female,52,Senior,Pune,Maharashtra,West,Electronics,Tablet,7,18000,5,119700,High,49381.55,0.412544277360067,Standard,Card,1,No
ORD00204,2025-02-03,2025,2,Feb,2025-02-08,5,CUST1602,Mehul Majumdar,Female,62,Senior,Lucknow,Uttar Pradesh,North,Sports,Cricket Bat,2,2500,5,4750,Low,1044.24,0.21984,Same Day,Card,3,No
ORD00229,2026-02-17,2026,2,Feb,2026-02-24,7,CUST3017,Alia Randhawa,Female,40,Senior,Delhi,Delhi,North,Clothing,Jeans,4,1800,10,6480,Low,1454,0.224382716049383,Same Day,Cash,2,No
ORD00243,2025-02-24,2025,2,Feb,2025-02-28,4,CUST6038,Riya Balakrishnan,Male,31,Senior,Lucknow,Uttar Pradesh,North,Furniture,Bookshelf,8,5000,0,40000,High,4384.17,0.10960425,Standard,Card,2,No
ORD00262,2025-02-12,2025,2,Feb,2025-02-18,6,CUST2453,Hazel Venkatesh,Female,46,Senior,Hyderabad,Telangana,South,Clothing,Jeans,4,1800,25,5400,Low,2301.87,0.426272222222222,Same Day,Card,3,No
ORD00267,2026-02-05,2026,2,Feb,2026-02-10,5,CUST9043,Jayan Srinivas,Male,21,Senior,Ahmedabad,Gujarat,West,Electronics,Smart TV,2,40000,10,72000,High,11637.79,0.161635972222222,Standard,Card,5,No
ORD00269,2026-02-18,2026,2,Feb,2026-02-20,2,CUST7078,Prisha Ramakrishnan,Female,41,Senior,Chennai,Tamil Nadu,South,Groceries,Rice Bag,5,1200,15,5100,Low,1464.87,0.287229411764706,Same Day,Card,2,No
ORD00277,2025-02-08,2025,2,Feb,2025-02-11,3,CUST9054,Zain Baria,Male,32,Senior,Chennai,Tamil Nadu,South,Clothing,Sneakers,6,4500,10,24300,High,4736.56,0.194920164609054,Standard,UPI,5,No
ORD00296,2025-02-14,2025,2,Feb,2025-02-16,2,CUST4460,Sana Sarna,Male,55,Senior,Lucknow,Uttar Pradesh,North,Furniture,Office Chair,6,7000,25,31500,High,7002.79,0.222310793650794,Same Day,UPI,1,No
ORD00303,2026-02-16,2026,2,Feb,2026-02-20,4,CUST2898,Advik Sehgal,Male,20,Teen,Hyderabad,Telangana,South,Furniture,Dining Table,6,15000,10,81000,High,11090.14,0.136915308641975,Same Day,Card,5,No
ORD00312,2025-02-21,2025,2,Feb,2025-02-25,4,CUST6952,Hrishita Doshi,Female,25,Senior,Bengaluru,Karnataka,South,Furniture,Office Chair,6,7000,10,37800,High,6030.64,0.159540740740741,Express,Cash,3,No
ORD00326,2025-02-08,2025,2,Feb,2025-02-11,3,CUST6424,Sahil Sem,Female,36,Senior,Mumbai,Maharashtra,West,Sports,Dumbbells,8,4000,20,25600,High,4139.75,0.161708984375,Express,UPI,1,No
ORD00341,2025-02-10,2025,2,Feb,2025-02-11,1,CUST5269,Aaina Tank,Female,59,Senior,Chennai,Tamil Nadu,South,Clothing,Sneakers,4,4500,20,14400,High,2784.54,0.193370833333333,Same Day,Cash,3,No
ORD00351,2026-02-24,2026,2,Feb,2026-03-03,7,CUST9263,Dharmajan Reddy,Female,27,Senior,Kolkata,West Bengal,East,Electronics,Smartphone,8,25000,20,160000,High,38410.43,0.2400651875,Standard,Card,5,No
ORD00381,2026-02-02,2026,2,Feb,2026-02-05,3,CUST9987,Divit Shenoy,Female,26,Senior,Patna,Bihar,East,Sports,Football,8,1200,25,7200,Low,1352.74,0.187880555555556,Same Day,Cash,5,No
ORD00383,2025-02-03,2025,2,Feb,2025-02-08,5,CUST3233,Anahita Solanki,Female,36,Senior,Jaipur,Rajasthan,North,Sports,Cricket Bat,8,2500,15,17000,High,5867.32,0.345136470588235,Same Day,Card,4,No
ORD00386,2026-02-01,2026,2,Feb,2026-02-07,6,CUST8460,Zeeshan Sule,Female,35,Senior,Patna,Bihar,East,Sports,Tennis Racket,4,3200,10,11520,High,5105.8,0.443211805555556,Standard,Card,1,No
ORD00395,2025-02-17,2025,2,Feb,2025-02-22,5,CUST9029,Dishani Dua,Male,54,Senior,Chennai,Tamil Nadu,South,Sports,Yoga Mat,6,900,25,4050,Low,1158.55,0.286061728395062,Same Day,Card,5,No
ORD00409,2025-02-24,2025,2,Feb,2025-03-03,7,CUST2974,Shaan Tata,Male,65,Senior,Bhubaneswar,Odisha,East,Sports,Cricket Bat,7,2500,0,17500,High,6008.2,0.343325714285714,Same Day,Card,1,No
ORD00427,2026-02-25,2026,2,Feb,2026-03-01,4,CUST4646,Nirvi Sagar,Male,31,Senior,Bengaluru,Karnataka,South,Furniture,Bookshelf,8,5000,25,30000,High,10088.6,0.336286666666667,Express,UPI,4,No
ORD00441,2025-02-13,2025,2,Feb,2025-02-14,1,CUST2936,Lavanya Mane,Male,47,Senior,Bhubaneswar,Odisha,East,Electronics,Smartphone,7,25000,15,148750,High,64569.06,0.434077714285714,Same Day,Card,3,No
ORD00464,2025-02-18,2025,2,Feb,2025-02-25,7,CUST7835,Ira Keer,Male,36,Senior,Bhubaneswar,Odisha,East,Furniture,Dining Table,1,15000,0,15000,High,3345.96,0.223064,Express,Cash,2,No
ORD00476,2026-02-23,2026,2,Feb,2026-03-01,6,CUST5466,Kavya Mall,Female,35,Senior,Pune,Maharashtra,West,Electronics,Headphones,7,2000,15,11900,High,2134.83,0.179397478991597,Same Day,Card,2,No
ORD00530,2026-02-19,2026,2,Feb,2026-02-20,1,CUST3394,Aniruddh Kala,Female,47,Senior,Patna,Bihar,East,Furniture,Sofa,3,30000,0,90000,High,31910.88,0.354565333333333,Express,Card,4,No
ORD00531,2025-02-16,2025,2,Feb,2025-02-19,3,CUST5778,Oorja Dua,Male,50,Senior,Mumbai,Maharashtra,West,Furniture,Office Chair,3,7000,20,16800,High,5663.07,0.3370875,Same Day,UPI,3,No
ORD00533,2025-02-23,2025,2,Feb,2025-02-25,2,CUST2678,Dishani Tiwari,Male,27,Senior,Lucknow,Uttar Pradesh,North,Furniture,Dining Table,2,15000,15,25500,High,7365.11,0.288827843137255,Standard,Card,1,No
ORD00538,2025-02-03,2025,2,Feb,2025-02-08,5,CUST6698,Navya Wable,Female,28,Senior,Lucknow,Uttar Pradesh,North,Sports,Football,2,1200,0,2400,Low,391.55,0.163145833333333,Same Day,Card,1,No
ORD00541,2025-02-11,2025,2,Feb,2025-02-13,2,CUST9123,Yuvraj  Agrawal,Female,63,Senior,Pune,Maharashtra,West,Sports,Cricket Bat,2,2500,10,4500,Low,1247.4,0.2772,Same Day,Cash,4,No
ORD00542,2025-02-13,2025,2,Feb,2025-02-16,3,CUST8273,Stuvan Saraf,Male,53,Senior,Delhi,Delhi,North,Clothing,Sneakers,4,4500,0,18000,High,2463.05,0.136836111111111,Express,Card,4,No
ORD00590,2026-02-16,2026,2,Feb,2026-02-20,4,CUST8805,Ehsaan Mandal,Female,54,Senior,Kolkata,West Bengal,East,Groceries,Rice Bag,7,1200,10,7560,Low,1777.71,0.235146825396825,Standard,Card,4,No
ORD00591,2026-02-13,2026,2,Feb,2026-02-18,5,CUST6599,Alisha Ranganathan,Female,61,Senior,Mumbai,Maharashtra,West,Furniture,Bookshelf,2,5000,10,9000,Low,2575.11,0.286123333333333,Express,UPI,1,No
ORD00593,2026-02-17,2026,2,Feb,2026-02-21,4,CUST2548,Romil Bhasin,Female,60,Senior,Patna,Bihar,East,Sports,Yoga Mat,6,900,10,4860,Low,1190.95,0.245051440329218,Same Day,Cash,5,Yes
ORD00598,2025-02-07,2025,2,Feb,2025-02-13,6,CUST3378,Shanaya Choudhury,Male,45,Senior,Bhubaneswar,Odisha,East,Sports,Football,2,1200,10,2160,Low,390.09,0.180597222222222,Standard,Card,2,No
ORD00603,2026-02-27,2026,2,Feb,2026-03-04,5,CUST4599,Tushar Sule,Female,56,Senior,Patna,Bihar,East,Groceries,Cooking Oil,5,1500,25,5625,Low,1130.71,0.201015111111111,Same Day,Cash,4,No
ORD00612,2025-02-05,2025,2,Feb,2025-02-09,4,CUST3385,Misha Raju,Male,63,Senior,Lucknow,Uttar Pradesh,North,Electronics,Laptop,6,55000,10,297000,High,91898.39,0.309422188552189,Express,Card,2,No
ORD00617,2025-02-12,2025,2,Feb,2025-02-16,4,CUST9278,Mehul Chakrabarti,Male,64,Senior,Hyderabad,Telangana,South,Clothing,Jacket,6,3500,0,21000,High,9099.16,0.433293333333333,Same Day,Cash,1,No
ORD00628,2025-02-24,2025,2,Feb,2025-02-25,1,CUST6060,Shalv Ghosh,Male,59,Senior,Lucknow,Uttar Pradesh,North,Electronics,Smartphone,1,25000,20,20000,High,5347.72,0.267386,Standard,Card,4,No
ORD00633,2025-02-24,2025,2,Feb,2025-03-01,5,CUST4874,Nishith Brar,Female,50,Senior,Lucknow,Uttar Pradesh,North,Groceries,Rice Bag,5,1200,0,6000,Low,2031.49,0.338581666666667,Express,Card,5,No
ORD00642,2026-02-14,2026,2,Feb,2026-02-20,6,CUST6862,Zaina Walla,Male,23,Senior,Kolkata,West Bengal,East,Clothing,Jeans,4,1800,15,6120,Low,682.05,0.111446078431373,Same Day,Cash,1,No
ORD00657,2026-02-03,2026,2,Feb,2026-02-06,3,CUST4102,Mannat Atwal,Female,62,Senior,Patna,Bihar,East,Groceries,Milk Pack,6,60,20,288,Low,72.54,0.251875,Express,UPI,3,No
ORD00660,2026-02-10,2026,2,Feb,2026-02-14,4,CUST4185,Kabir Garde,Female,20,Teen,Hyderabad,Telangana,South,Furniture,Dining Table,5,15000,5,71250,High,26602.56,0.373369263157895,Express,Cash,3,No
ORD00683,2026-02-09,2026,2,Feb,2026-02-15,6,CUST1715,Nehmat Loke,Male,28,Senior,Pune,Maharashtra,West,Sports,Yoga Mat,2,900,25,1350,Low,264.21,0.195711111111111,Express,Cash,2,No
ORD00689,2026-02-11,2026,2,Feb,2026-02-12,1,CUST7399,Damini Wali,Female,46,Senior,Hyderabad,Telangana,South,Sports,Cricket Bat,1,2500,15,2125,Low,385.71,0.181510588235294,Standard,Card,2,No
ORD00693,2025-02-06,2025,2,Feb,2025-02-08,2,CUST2081,Madhav Chopra,Female,59,Senior,Kolkata,West Bengal,East,Clothing,T-Shirt,2,800,5,1520,Low,465.3,0.306118421052632,Standard,Cash,5,No
ORD00709,2025-02-28,2025,2,Feb,2025-03-06,6,CUST5951,Kismat Chawla,Female,55,Senior,Pune,Maharashtra,West,Groceries,Rice Bag,2,1200,25,1800,Low,449.25,0.249583333333333,Express,Cash,3,No
ORD00741,2026-02-10,2026,2,Feb,2026-02-12,2,CUST2156,Tarini Batra,Female,58,Senior,Patna,Bihar,East,Furniture,Sofa,3,30000,15,76500,High,12427.52,0.162451241830065,Express,UPI,3,No
ORD00752,2026-02-24,2026,2,Feb,2026-02-26,2,CUST9832,Anvi Varma,Male,36,Senior,Pune,Maharashtra,West,Groceries,Tea Powder,5,450,5,2137.5,Low,960.2,0.449216374269006,Express,Cash,5,No
